3295	2010-07-06T00:33:03+0000	34.1014109427	-118.3258116245	273233
54366	2010-04-25T05:13:01+0000	34.0596015167	-118.2893228531	238723
148989	2010-04-19T23:52:30+0000	34.0177338333	-118.4989409333	218781
865	2010-09-05T01:23:17+0000	33.9065354333	-118.3926200833	66955
4906	2010-01-20T21:48:13+0000	34.0198982333	-118.4535582667	47519
138111	2010-05-31T23:29:11+0000	33.8596760833	-118.3457066333	628626
39498	2010-07-26T03:24:46+0000	34.0903896536	-118.3381015062	28381
2	2010-09-15T02:31:56+0000	34.0692981654	-118.2912111282	206527
7319	2010-10-15T15:16:23+0000	34.1528767977	-118.3421210695	854877
134399	2010-09-19T03:13:22+0000	34.0901496667	-118.3173851167	442215
12877	2010-05-08T00:05:44+0000	34.1120888074	-118.3391046524	70132
1498	2010-03-16T16:31:11+0000	34.0175879	-118.4870553	9518
155261	2010-07-29T21:51:37+0000	33.8985075676	-118.3949174872	25966
69815	2010-04-02T02:33:27+0000	34.1961143486	-118.3539104462	17888
137957	2010-01-13T21:41:45+0000	33.9021499333	-118.3719068667	346669
5433	2009-12-13T23:43:51+0000	34.1010672833	-118.2873041667	51553
1607	2010-08-28T19:13:08+0000	34.0924095	-118.266915517	1232451
3048	2010-10-07T20:05:04+0000	34.0751280634	-118.3809041977	458935
2404	2010-02-19T02:56:08+0000	33.9933074834	-118.3951243658	146440
115086	2010-08-09T00:53:02+0000	34.0383112155	-118.5564118624	274850
128127	2010-07-05T21:28:18+0000	34.0685528833	-118.2542956167	1075223
3438	2010-03-28T22:06:23+0000	34.1379489031	-118.147248751	65820
145702	2010-04-30T20:54:30+0000	34.0906898667	-118.3302331667	616178
113628	2010-03-20T17:40:43+0000	34.0154326313	-118.2845324278	565259
28315	2009-12-08T22:52:23+0000	33.8981618063	-118.3665454859	66790
10508	2010-10-02T00:44:26+0000	34.0980413519	-118.348390732	176643
4819	2010-05-25T20:18:23+0000	34.0428086	-118.3769474667	364546
156485	2010-03-28T23:25:24+0000	33.9777657	-118.3717532333	278723
2	2010-09-16T16:48:06+0000	34.033652716	-118.435966601	3144895
6566	2010-08-15T03:32:47+0000	34.1021696667	-118.3392036333	16568
20461	2010-04-01T23:37:42+0000	34.06582576	-118.16864246	420750
7180	2010-10-10T00:33:48+0000	34.3367565032	-118.5081589222	996699
121779	2010-06-07T23:05:31+0000	34.1086188347	-118.2716440798	19608
27319	2009-12-29T21:42:34+0000	33.9858090833	-118.3931565167	104436
5476	2010-04-28T22:16:46+0000	34.1404801833	-118.1498745333	254267
8280	2010-01-08T08:07:25+0000	34.0505079833	-118.24947175	34139
4914	2010-06-08T23:47:38+0000	34.1772505079	-118.2975116372	665010
1684	2010-10-10T21:46:41+0000	34.102401737	-118.329614229	5305599
72791	2010-10-06T04:45:12+0000	34.0670851875	-118.4443867207	3458449
16621	2010-04-12T03:48:43+0000	33.9591543333	-118.38579165	334544
1881	2010-05-22T06:02:38+0000	33.9184882207	-118.4174841642	966826
668	2010-01-28T04:38:43+0000	34.13576205	-118.2163985167	391083
3285	2010-07-22T20:25:51+0000	34.0252499266	-118.3928722143	44749
2160	2010-09-13T19:59:34+0000	34.0210794933	-118.2862758636	144218
32695	2010-05-23T17:45:05+0000	34.1689022117	-118.6039030552	273326
118499	2010-03-18T01:59:54+0000	34.0249058667	-118.39383405	105301
1461	2010-09-09T11:34:06+0000	33.9435379571	-118.4071683884	10190
158110	2010-06-20T02:02:07+0000	34.0343658909	-118.4476951536	925698
138111	2010-03-04T02:31:51+0000	33.9803168167	-118.4652894167	375347
12796	2010-10-14T00:50:24+0000	34.2382402667	-118.5714901667	562475
128225	2010-02-27T03:30:25+0000	34.0692191	-118.3761298833	422954
61233	2010-08-06T04:19:34+0000	34.0763491667	-118.3491700333	1194888
3285	2010-07-02T23:03:49+0000	33.9855842333	-118.3939980167	43014
2028	2010-07-10T16:27:44+0000	34.09099265	-118.2776177667	85076
5843	2010-06-14T19:34:05+0000	33.89934086	-118.39375954	342148
121779	2010-06-16T01:49:07+0000	34.1078896833	-118.27269175	94805
58220	2010-06-07T20:02:17+0000	34.0940074167	-118.3442729	758619
2	2010-08-28T01:33:54+0000	34.1110288045	-118.2875512293	188578
49570	2010-02-23T23:51:33+0000	34.0479105787	-118.2393490464	118860
43932	2010-07-14T18:48:44+0000	34.1388801833	-118.3526954	254231
52802	2010-08-21T02:39:24+0000	34.097682	-118.3522529167	92732
39343	2010-06-16T00:46:27+0000	34.1016568833	-118.3090245333	455812
33378	2010-08-26T19:53:33+0000	34.0693925333	-118.40296705	622858
1086	2010-05-20T16:31:04+0000	34.0154388167	-118.4965706	33484
865	2010-06-02T20:40:15+0000	34.0252497167	-118.3943397	285692
49570	2010-02-14T03:17:14+0000	34.0587190167	-118.4197856333	75573
696	2010-10-20T16:11:16+0000	33.9168322216	-118.3952379227	1176076
56904	2010-02-22T20:50:54+0000	34.0837499781	-118.273870647	213987
4639	2009-11-21T06:26:27+0000	34.0643305724	-118.4687283448	117267
43819	2010-05-27T13:12:37+0000	34.0881652832	-118.3790283203	309943
90513	2010-04-01T20:36:13+0000	33.9433955487	-118.4090352058	136217
4914	2010-06-22T05:03:51+0000	34.14563755	-118.1522956333	101420
56448	2010-08-14T21:30:27+0000	34.0484192192	-118.2529306412	78495
6278	2010-09-18T18:31:37+0000	33.818255747	-118.1447356939	11580
5843	2010-06-08T00:28:28+0000	33.7949604667	-118.1888572333	468507
52993	2010-09-22T22:48:23+0000	34.0506912833	-118.2418934833	401755
53515	2010-08-08T03:12:47+0000	34.0981682295	-118.3663666248	70220
10245	2010-06-25T22:42:43+0000	33.9435379571	-118.4071683884	10190
4809	2009-12-26T22:58:16+0000	34.1579163533	-118.4408462048	30895
106867	2010-06-21T23:08:05+0000	34.0474518667	-118.4906781667	785932
142886	2010-10-10T01:00:31+0000	33.9536839407	-118.3959567547	434285
