71468	2010-02-21T19:08:45+0000	34.00122535	-118.4826519	28137
16252	2010-07-21T19:24:34+0000	33.7923349833	-118.3301153833	78420
91173	2010-03-14T04:24:39+0000	34.0905474833	-118.3634779167	697180
4877	2010-06-24T17:53:29+0000	33.7495355584	-118.2716846466	279960
39347	2010-10-11T17:37:23+0000	34.10035935	-118.3296047667	508117
44257	2010-06-22T23:49:25+0000	33.9056233	-118.3943326667	73679
40152	2010-08-01T04:48:09+0000	34.0730345167	-118.3585453	355512
2125	2010-07-09T15:08:58+0000	33.7639413584	-118.1883859634	354425
195684	2010-09-02T17:52:10+0000	33.9435379571	-118.4071683884	10190
46264	2010-09-03T09:06:02+0000	34.10007685	-118.3309337333	188922
7451	2010-02-04T05:08:37+0000	34.0185680333	-118.5009216833	139125
3006	2009-12-10T07:21:36+0000	34.1464984235	-118.4159848094	102516
127105	2010-06-19T06:11:39+0000	34.0912149833	-118.3349173	233316
2389	2010-08-04T20:55:48+0000	34.0290128914	-118.411879025	66704
7429	2010-04-10T19:41:35+0000	34.1061486667	-118.2568147667	99351
35727	2010-01-16T07:20:52+0000	34.1252416833	-118.26471405	162587
128546	2010-01-30T19:19:09+0000	34.1449292167	-118.150251	165150
39497	2010-09-12T00:08:41+0000	34.1851502969	-118.3239550512	58230
94666	2010-07-04T06:23:40+0000	34.067100991	-118.428550924	1384042
115087	2010-09-18T18:16:09+0000	34.180512483	-118.310951217	1404220
49338	2010-03-27T03:58:21+0000	34.1021660772	-118.3384394646	112142
2090	2010-07-01T05:57:12+0000	34.0456173	-118.2359915333	37319
33562	2010-07-15T05:37:44+0000	33.8896475913	-118.3050191586	918617
120212	2010-05-20T23:11:50+0000	34.0975224333	-118.3279478667	678088
531	2010-03-25T04:56:19+0000	34.0633558833	-118.4412469167	454191
159534	2010-09-17T23:43:03+0000	34.0720620848	-118.3578586578	166822
32969	2010-09-29T19:40:23+0000	34.1584801069	-118.3444690704	113986
1498	2010-02-05T17:48:24+0000	34.0175879	-118.4870553	9518
34167	2010-08-12T02:03:53+0000	34.0067044	-118.4914078167	71432
32695	2010-06-09T16:16:33+0000	34.1455794172	-118.149086237	307385
176526	2010-08-28T01:07:22+0000	33.9435379571	-118.4071683884	10190
138111	2010-03-03T03:05:57+0000	33.8658085193	-118.3260423049	568521
106004	2010-10-03T05:19:49+0000	34.0164852833	-118.4117724167	162564
127113	2010-03-21T21:32:38+0000	34.0785794333	-118.3086927667	766104
3103	2010-10-05T03:12:30+0000	34.187286333	-118.601005777	3484948
4686	2009-12-17T22:57:10+0000	33.9408677604	-118.4069108963	20568
41239	2010-09-04T23:32:24+0000	33.93050345	-118.3969789	310234
2617	2010-08-06T21:57:15+0000	34.00139735	-118.483139867	1569339
10446	2010-05-25T19:34:43+0000	34.0308269167	-118.4686975833	335197
12934	2010-10-08T21:46:17+0000	34.1420659	-118.3600292833	58477
3272	2010-10-08T23:49:13+0000	34.13887941	-118.35580253	924373
